# key	spec	seed	verdict	wall	cpu	clues	echo
s3243	4x2xkmd2di	81821033-3243	ok	0.003	0.003	0	4x2xkmd2di
s3247	4x2xkm4	81821033-3247	ok	0.002	0.002	0	4x2xkm4
s7000	13jxmd4da	81821033-7000	timeout	10.064	9.999	-1	13jxmd4da
s2088	3x3km2du	81821033-2088	ok	0.056	0.056	0	3x3km2du
s707	2x5m4de	81821033-707	ok	0.037	0.037	40	2x5m4de
s5760	8x2xm8du	81821033-5760	timeout	10.026	9.994	-1	8x2xm8du
s7571	16jxm4de	81821033-7571	timeout	10.129	9.999	-1	16jxm4de
s4930	6x5m4da	81821033-4930	timeout	10.130	9.990	-1	6x5m4da
s358	2x3km2da	81821033-358	ok	0.072	0.072	0	2x3km2da
s2494	3x6xm8da	81821033-2494	ok	0.695	0.684	136	3x6xm8da
s6832	12x2r4da	81821033-6832	ok	4.761	4.760	292	12x2r4da
s882	2x7r4du	81821033-882	ok	0.385	0.385	88	2x7r4du
s8216	23jxdb	81821033-8216	timeout	10.005	9.999	-1	23jxdb
s1922	3x2xadb	81821033-1922	ok	0.000	0.000	6	3x2xadb
s2600	3x8db	81821033-2600	ok	0.944	0.944	274	3x8db
s6508	10x3xmd2da	81821033-6508	timeout	10.044	10.000	-1	10x3xmd2da
s3013	4jxmd4	81821033-3013	ok	0.000	0.000	4	4jxmd4
s2575	3x7xm4	81821033-2575	ok	0.335	0.335	226	3x7xm4
s8411	25jxde	81821033-8411	timeout	10.192	9.972	-1	25jxde
s6731	12jde	81821033-6731	ok	2.786	2.750	42	12jde
s487	2x4	81821033-487	ok	0.001	0.000	22	2x4
s6783	12jxr4di	81821033-6783	timeout	10.003	9.998	-1	12jxr4di
s6191	9x3m8de	81821033-6191	timeout	10.004	10.001	-1	9x3m8de
s4343	5x6m2de	81821033-4343	timeout	10.008	10.002	-1	5x6m2de
s3150	4x2kmd2du	81821033-3150	ok	0.012	0.012	0	4x2kmd2du
s534	2x4kadu	81821033-534	ok	0.036	0.036	0	2x4kadu
s7290	14x2xmd4du	81821033-7290	timeout	10.125	9.996	-1	14x2xmd4du
s6437	10x3ade	81821033-6437	timeout	10.004	10.000	-1	10x3ade
s1409	2x12xr4de	81821033-1409	timeout	10.004	10.000	-1	2x12xr4de
s8097	22jm4di	81821033-8097	timeout	10.003	9.998	-1	22jm4di
s5796	8x3m4du	81821033-5796	timeout	10.192	10.002	-1	8x3m4du
s4648	6x2md4da	81821033-4648	ok	0.037	0.037	62	6x2md4da
s3846	5jxadu	81821033-3846	ok	0.008	0.008	4	5jxadu
s4337	5x6r4de	81821033-4337	timeout	10.064	9.994	-1	5x6r4de
s3212	4x2xm8db	81821033-3212	ok	0.001	0.001	20	4x2xm8db
s6863	12x2m8de	81821033-6863	timeout	10.004	9.980	-1	12x2m8de
s3593	4x6md4de	81821033-3593	timeout	10.016	9.995	-1	4x6md4de
s2181	3x3xkm2di	81821033-2181	ok	0.037	0.037	0	3x3xkm2di
s8044	21jxmd2da	81821033-8044	timeout	10.166	10.001	-1	21jxmd2da
s6168	9x3m2du	81821033-6168	timeout	10.051	10.000	-1	9x3m2du
s2934	4jkadu	81821033-2934	ok	0.010	0.010	0	4jkadu
s5632	8jxkr4da	81821033-5632	ok	0.137	0.137	0	8jxkr4da
s1674	2x15md4du	81821033-1674	timeout	10.004	10.000	-1	2x15md4du
s3745	5ja	81821033-3745	ok	0.000	0.000	5	5ja
s4486	6jkm2da	81821033-4486	ok	0.040	0.040	0	6jkm2da
s1888	3x2kr4da	81821033-1888	ok	0.135	0.135	0	3x2kr4da
s4079	5x3m8de	81821033-4079	ok	0.819	0.819	100	5x3m8de
s8508	26jxdu	81821033-8508	timeout	10.007	10.002	-1	26jxdu
s4406	5x6xmd4db	81821033-4406	timeout	10.088	10.003	-1	5x6xmd4db
s5341	7x3xr4	81821033-5341	ok	0.020	0.020	220	7x3xr4
s5957	9jxade	81821033-5957	ok	0.435	0.430	13	9jxade
s7563	16jxmd2di	81821033-7563	timeout	10.003	10.000	-1	16jxmd2di
s5843	8x3xm4de	81821033-5843	timeout	10.001	10.000	-1	8x3xm4de
s6209	9x3xr4de	81821033-6209	timeout	10.008	10.000	-1	9x3xr4de
s5163	7jxkmd2di	81821033-5163	ok	1.043	1.042	0	7jxkmd2di
s3716	4x7xm2db	81821033-3716	ok	1.744	1.744	362	4x7xm2db
s6376	10x2md4da	81821033-6376	ok	1.765	1.764	194	10x2md4da
s2611	3x8m2	81821033-2611	ok	1.554	1.553	282	3x8m2
s3102	4x2md2du	81821033-3102	ok	0.087	0.087	23	4x2md2du
s2521	3x7md2	81821033-2521	ok	0.062	0.062	197	3x7md2
s3469	4x5r4	81821033-3469	ok	0.016	0.016	204	4x5r4
s5473	8ja	81821033-5473	ok	0.001	0.001	15	8ja
s6927	13jr4di	81821033-6927	timeout	10.076	9.989	-1	13jr4di
s2567	3x7xm2de	81821033-2567	timeout	10.004	9.997	-1	3x7xm2de
s3542	4x5xmd4db	81821033-3542	ok	0.140	0.140	172	4x5xmd4db
s32	2jm4db	81821033-32	crash	0.000	0.000	-1	2jm4db
s8984	31jxdb	81821033-8984	timeout	10.001	10.000	-1	31jxdb
s5252	7x2xm2db	81821033-5252	ok	0.011	0.011	70	7x2xm2db
s7989	21jm2di	81821033-7989	timeout	10.008	10.000	-1	21jm2di
s3055	4jxkm4	81821033-3055	ok	0.000	0.000	0	4jxkm4
s1959	3x2xmd4di	81821033-1959	ok	0.001	0.001	8	3x2xmd4di
s1489	2x13xa	81821033-1489	ok	0.767	0.767	317	2x13xa
s4251	5x5md2di	81821033-4251	ok	4.975	4.971	279	5x5md2di
s3421	4x4xr4	81821033-3421	ok	0.006	0.006	116	4x4xr4
s7769	18jxmd4de	81821033-7769	timeout	10.080	9.988	-1	18jxmd4de
s753	2x5xm4di	81821033-753	ok	0.005	0.005	32	2x5xm4di
s7421	15x2md2de	81821033-7421	timeout	10.002	10.001	-1	15x2md2de
s3632	4x6xm4db	81821033-3632	ok	0.206	0.206	264	4x6xm4db
s7117	14jr4	81821033-7117	timeout	10.001	10.001	-1	14jr4
s7704	18jm2du	81821033-7704	timeout	10.005	9.999	-1	18jm2du
s4885	6x4xmd4	81821033-4885	ok	0.658	0.657	290	6x4xmd4
s2777	3x9xmd4de	81821033-2777	timeout	10.058	9.966	-1	3x9xmd4de
s626	2x4xkadb	81821033-626	ok	0.004	0.004	0	2x4xkadb
s1830	3x2adu	81821033-1830	ok	0.781	0.773	11	3x2adu
s6719	11x2xm8de	81821033-6719	ok	8.047	8.046	232	11x2xm8de
s4132	5x4ada	81821033-4132	timeout	10.001	9.997	-1	5x4ada
s7499	16jde	81821033-7499	timeout	10.008	10.003	-1	16jde
s1199	2x10m8de	81821033-1199	ok	1.887	1.887	204	2x10m8de
s1153	2x10a	81821033-1153	ok	0.083	0.082	174	2x10a
s1898	3x2kmd2db	81821033-1898	ok	0.034	0.034	0	3x2kmd2db
s6941	13jmd2de	81821033-6941	ok	8.741	8.659	47	13jmd2de
s7033	13x2md2	81821033-7033	ok	2.061	2.047	356	13x2md2
s472	2x3xkmd4da	81821033-472	ok	0.261	0.259	0	2x3xkmd4da
s5985	9jxm4di	81821033-5985	ok	0.190	0.189	18	9jxm4di
s4227	5x5adi	81821033-4227	ok	5.805	5.802	261	5x5adi
s665	2x4xkmd4de	81821033-665	ok	0.354	0.352	0	2x4xkmd4de
s2232	3x4m2du	81821033-2232	ok	0.199	0.190	52	3x4m2du
s6661	11x2md4	81821033-6661	ok	0.033	0.032	256	11x2md4
s6061	9x2r4	81821033-6061	ok	0.009	0.009	164	9x2r4
s3500	4x5m8db	81821033-3500	ok	0.022	0.022	196	4x5m8db
s5448	7x4xm2du	81821033-5448	timeout	10.002	10.000	-1	7x4xm2du
s1104	2x9m8du	81821033-1104	ok	2.325	2.325	152	2x9m8du
s5354	7x3xmd2db	81821033-5354	ok	0.226	0.226	180	7x3xmd2db
s6801	12jxm4di	81821033-6801	timeout	10.003	10.002	-1	12jxm4di
s7377	15jxm4di	81821033-7377	timeout	10.006	10.001	-1	15jxm4di
s409	2x3xmd2	81821033-409	ok	0.000	0.000	9	2x3xmd2
s3763	5jm2	81821033-3763	ok	0.000	0.000	7	5jm2
s4282	5x5xda	81821033-4282	timeout	10.190	9.981	-1	5x5xda
s1179	2x10md2di	81821033-1179	ok	0.269	0.268	195	2x10md2di
s95	2jkm8de	81821033-95	timeout	10.004	10.003	-1	2jkm8de
s7364	15jxm2db	81821033-7364	timeout	10.004	10.003	-1	15jxm2db
s4873	6x4xmd2	81821033-4873	ok	0.130	0.130	273	6x4xmd2
s6750	12jmd2du	81821033-6750	timeout	10.007	10.002	-1	12jmd2du
s438	2x3xkadu	81821033-438	ok	0.300	0.300	0	2x3xkadu
s8640	27jxm8du	81821033-8640	timeout	10.054	9.955	-1	27jxm8du
s5621	8jxkade	81821033-5621	timeout	10.004	10.002	-1	8jxkade
s7596	17jdu	81821033-7596	timeout	10.002	10.000	-1	17jdu
s6596	11jxm2db	81821033-6596	timeout	10.008	10.003	-1	11jxm2db
s6976	13jxr4da	81821033-6976	timeout	10.084	10.000	-1	13jxr4da
s4754	6x3xadb	81821033-4754	ok	0.102	0.101	119	6x3xadb
s818	2x6xadb	81821033-818	ok	0.011	0.011	43	2x6xadb
s1154	2x10adb	81821033-1154	ok	0.195	0.191	172	2x10adb
s7334	15jmd4db	81821033-7334	ok	8.897	8.895	88	15jmd4db
s7255	14x2x	81821033-7255	ok	1.269	1.269	408	14x2x
s7249	14x2xa	81821033-7249	timeout	10.004	10.001	-1	14x2xa
s3318	4x3xadu	81821033-3318	ok	6.731	6.727	40	4x3xadu
s2258	3x4xadb	81821033-2258	ok	0.011	0.011	42	3x4xadb
s779	2x6de	81821033-779	ok	0.112	0.112	56	2x6de
s8645	28jade	81821033-8645	timeout	10.123	10.043	-1	28jade
s4712	6x3db	81821033-4712	ok	0.047	0.047	142	6x3db
s6380	10x2m8db	81821033-6380	ok	0.017	0.017	216	10x2m8db
s7133	14jmd2de	81821033-7133	timeout	10.001	10.000	-1	14jmd2de
s1406	2x12xr4db	81821033-1406	ok	0.245	0.244	292	2x12xr4db
s1445	2x13ade	81821033-1445	timeout	10.004	10.001	-1	2x13ade
s7178	14jxmd2db	81821033-7178	timeout	10.005	9.999	-1	14jxmd2db
s7429	15x2md4	81821033-7429	ok	0.143	0.142	532	15x2md4
s5377	7x4a	81821033-5377	ok	2.231	2.230	354	7x4a
s7786	19jda	81821033-7786	timeout	10.123	10.026	-1	19jda
s590	2x4xr4db	81821033-590	ok	0.001	0.001	16	2x4xr4db
s940	2x7xmd2da	81821033-940	ok	0.139	0.138	71	2x7xmd2da
s3189	4x2xm2di	81821033-3189	ok	0.003	0.003	18	4x2xm2di
s6573	11jm8di	81821033-6573	ok	0.259	0.258	36	11jm8di
s3129	4x2kdi	81821033-3129	ok	0.003	0.003	0	4x2kdi
s3249	4x2xkm4di	81821033-3249	ok	0.009	0.009	0	4x2xkm4di
s3681	4x7m4di	81821033-3681	ok	2.708	2.686	396	4x7m4di
s8930	31jadb	81821033-8930	timeout	10.003	10.001	-1	31jadb
s4676	6x2xm2db	81821033-4676	ok	0.006	0.006	48	6x2xm2db
s1434	2x12xmd4du	81821033-1434	timeout	10.004	10.003	-1	2x12xmd4du
s3244	4x2xkmd2da	81821033-3244	ok	0.010	0.010	0	4x2xkmd2da
s5637	8jxkm2di	81821033-5637	ok	2.478	2.478	0	8jxkm2di
s370	2x3km4da	81821033-370	ok	0.010	0.010	0	2x3km4da
s8814	29jxmd2du	81821033-8814	timeout	10.005	9.999	-1	29jxmd2du
s7665	17jxm4di	81821033-7665	timeout	10.047	9.965	-1	17jxm4di
s6520	10x3xmd4da	81821033-6520	timeout	10.005	10.000	-1	10x3xmd4da
s2788	3x10ada	81821033-2788	timeout	10.001	10.000	-1	3x10ada
s799	2x6m4	81821033-799	ok	0.001	0.001	64	2x6m4
s5109	7jxm2di	81821033-5109	ok	0.010	0.010	9	7jxm2di
s3418	4x4xda	81821033-3418	ok	0.520	0.519	92	4x4xda
s7405	15x2r4	81821033-7405	ok	0.161	0.161	536	15x2r4
s7905	20jm4di	81821033-7905	timeout	10.008	10.002	-1	20jm4di
s6722	12jadb	81821033-6722	ok	4.474	4.472	41	12jadb
s5972	9jxm2db	81821033-5972	ok	0.222	0.221	19	9jxm2db
s399	2x3xr4di	81821033-399	ok	0.002	0.002	8	2x3xr4di
s6179	9x3m4de	81821033-6179	timeout	10.168	10.020	-1	9x3m4de
s3290	4x3md2db	81821033-3290	ok	0.005	0.005	54	4x3md2db
s7868	19jxm8db	81821033-7868	timeout	10.012	9.998	-1	19jxm8db
s1669	2x15md4	81821033-1669	ok	1.648	1.647	524	2x15md4
s6288	10jm8du	81821033-6288	ok	0.114	0.114	32	10jm8du
s622	2x4xm8da	81821033-622	ok	0.034	0.033	16	2x4xm8da
s5110	7jxm2da	81821033-5110	ok	0.052	0.052	7	7jxm2da
s6094	9x2m8da	81821033-6094	ok	0.310	0.310	160	9x2m8da
s5139	7jxkadi	81821033-5139	ok	1.382	1.381	0	7jxkadi
s4350	5x6md2du	81821033-4350	timeout	10.050	10.001	-1	5x6md2du
s213	2x2xm2di	81821033-213	ok	0.000	0.000	4	2x2xm2di
s3888	5jxm8du	81821033-3888	timeout	10.062	9.965	-1	5jxm8du
s5663	8jxkm8de	81821033-5663	timeout	10.001	9.997	-1	8jxkm8de
s7579	16jxm8	81821033-7579	timeout	10.002	9.994	-1	16jxm8
s5459	7x4xm4de	81821033-5459	timeout	10.003	10.003	-1	7x4xm4de
s2707	3x9m2	81821033-2707	ok	2.423	2.422	373	3x9m2
s1864	3x2md4da	81821033-1864	ok	5.877	5.873	10	3x2md4da
s5812	8x3xada	81821033-5812	timeout	10.060	9.989	-1	8x3xada
s5505	8jm4di	81821033-5505	ok	0.004	0.004	20	8jm4di
s5064	7jkm2du	81821033-5064	ok	0.109	0.106	0	7jkm2du
s417	2x3xm4di	81821033-417	timeout	10.004	10.001	-1	2x3xm4di
s7728	18jm8du	81821033-7728	timeout	10.004	10.003	-1	18jm8du
s874	2x7da	81821033-874	ok	0.167	0.167	80	2x7da
s2424	3x6m2du	81821033-2424	timeout	10.006	10.000	-1	3x6m2du
s1138	2x9xm4da	81821033-1138	ok	0.641	0.641	148	2x9xm4da
s1967	3x2xm8de	81821033-1967	timeout	10.074	9.988	-1	3x2xm8de
s1477	2x13md4	81821033-1477	ok	0.073	0.073	386	2x13md4
s1376	2x12m4db	81821033-1376	ok	0.158	0.158	316	2x12m4db
s4432	6jr4da	81821033-4432	ok	0.258	0.258	8	6jr4da
s179	2x2km4de	81821033-179	ok	0.000	0.000	0	2x2km4de
s2039	3x3m2de	81821033-2039	ok	0.071	0.071	29	3x3m2de
s1900	3x2kmd2da	81821033-1900	ok	0.030	0.030	0	3x2kmd2da
s5294	7x3r4db	81821033-5294	ok	0.089	0.089	220	7x3r4db
s8461	26jr4	81821033-8461	timeout	10.004	10.003	-1	26jr4
s7906	20jm4da	81821033-7906	timeout	10.000	9.996	-1	20jm4da
s2836	3x10xada	81821033-2836	timeout	10.007	10.001	-1	3x10xada
s796	2x6md2da	81821033-796	ok	0.036	0.036	54	2x6md2da
s946	2x7xm4da	81821033-946	ok	0.059	0.059	76	2x7xm4da
s1032	2x8xm2du	81821033-1032	timeout	10.077	9.999	-1	2x8xm2du
s1290	2x11md4du	81821033-1290	timeout	10.004	10.001	-1	2x11md4du
s6471	10x3md4di	81821033-6471	ok	4.149	4.147	474	10x3md4di
s7313	15jr4de	81821033-7313	timeout	10.004	10.000	-1	15jr4de
s8684	28jm8db	81821033-8684	timeout	10.068	9.985	-1	28jm8db
s4173	5x4m8di	81821033-4173	ok	0.053	0.052	196	5x4m8di
s8751	29jr4di	81821033-8751	timeout	10.008	10.003	-1	29jr4di
s1329	2x11xm4di	81821033-1329	ok	0.285	0.281	236	2x11xm4di
s4234	5x5da	81821033-4234	timeout	10.006	10.000	-1	5x5da
s3300	4x3m4du	81821033-3300	ok	0.490	0.490	60	4x3m4du
s974	2x8r4db	81821033-974	ok	0.010	0.010	116	2x8r4db
s8835	30jadi	81821033-8835	timeout	10.004	9.997	-1	30jadi
s1036	2x8xmd2da	81821033-1036	ok	0.613	0.613	98	2x8xmd2da
s3130	4x2kda	81821033-3130	ok	0.003	0.003	0	4x2kda
s955	2x7xm8	81821033-955	ok	0.002	0.002	92	2x7xm8
s5820	8x3xdu	81821033-5820	timeout	10.004	10.001	-1	8x3xdu
s2436	3x6m4du	81821033-2436	timeout	10.045	9.964	-1	3x6m4du
s3535	4x5xm4	81821033-3535	ok	0.028	0.028	188	4x5xm4
s2023	3x3	81821033-2023	ok	0.001	0.001	28	3x3
s7179	14jxmd2di	81821033-7179	timeout	10.007	10.002	-1	14jxmd2di
s7794	19jr4du	81821033-7794	timeout	10.000	9.997	-1	19jr4du
s4053	5x3m2di	81821033-4053	ok	0.164	0.163	92	5x3m2di
s8484	26jm4du	81821033-8484	timeout	10.003	10.000	-1	26jm4du
s8205	23jm8di	81821033-8205	timeout	10.067	9.999	-1	23jm8di
s3093	4x2m2di	81821033-3093	ok	0.009	0.009	20	4x2m2di
s4679	6x2xm2de	81821033-4679	ok	0.114	0.113	48	6x2xm2de
s6963	13jxadi	81821033-6963	timeout	10.004	9.998	-1	13jxadi
s8512	26jxr4da	81821033-8512	timeout	10.004	10.001	-1	26jxr4da
s1660	2x15md2da	81821033-1660	timeout	10.008	10.000	-1	2x15md2da
s4963	6x5xm2	81821033-4963	ok	4.078	4.077	452	6x5xm2
s8080	22jr4da	81821033-8080	timeout	10.120	10.029	-1	22jr4da
s334	2x3m8da	81821033-334	ok	0.466	0.465	12	2x3m8da
s723	2x5xadi	81821033-723	ok	0.010	0.010	28	2x5xadi
s4403	5x6xm4de	81821033-4403	timeout	10.008	10.001	-1	5x6xm4de
s2576	3x7xm4db	81821033-2576	ok	0.353	0.352	198	3x7xm4db
s4034	5x3adb	81821033-4034	ok	0.025	0.025	86	5x3adb
s101	2x2ade	81821033-101	ok	0.000	0.000	4	2x2ade
s892	2x7md2da	81821033-892	ok	0.115	0.114	83	2x7md2da
s4715	6x3de	81821033-4715	ok	2.278	2.277	140	6x3de
s8041	21jxmd2	81821033-8041	timeout	10.004	10.001	-1	21jxmd2
s1275	2x11md2di	81821033-1275	ok	0.615	0.615	236	2x11md2di
s6590	11jxr4db	81821033-6590	timeout	10.052	9.972	-1	11jxr4db
s4372	5x6xada	81821033-4372	timeout	10.001	10.000	-1	5x6xada
s3036	4jxkdu	81821033-3036	ok	0.231	0.230	0	4jxkdu
s6315	10jxmd2di	81821033-6315	ok	1.302	1.302	21	10jxmd2di
s5803	8x3m8	81821033-5803	ok	2.757	2.734	316	8x3m8
s6228	9x3xm4du	81821033-6228	timeout	10.008	10.000	-1	9x3xm4du
s8691	28jxadi	81821033-8691	timeout	10.004	10.002	-1	28jxadi
s7153	14jxa	81821033-7153	timeout	10.001	9.998	-1	14jxa
s1089	2x9m4di	81821033-1089	ok	0.051	0.051	164	2x9m4di
s2809	3x10md2	81821033-2809	timeout	10.127	10.039	-1	3x10md2
s8947	31jm2	81821033-8947	timeout	10.004	9.997	-1	31jm2
s6842	12x2md2db	81821033-6842	ok	0.311	0.311	289	12x2md2db
s130	2x2m4da	81821033-130	crash	0.000	0.000	-1	2x2m4da
s7039	13x2m4	81821033-7039	ok	0.069	0.069	384	13x2m4
s40	2jmd4da	81821033-40	ok	0.000	0.000	2	2jmd4da
s5100	7jxdu	81821033-5100	ok	0.046	0.046	6	7jxdu
s8287	24jm4	81821033-8287	timeout	10.004	10.001	-1	24jm4
s318	2x3md2du	81821033-318	ok	0.110	0.110	9	2x3md2du
s4015	5x2xm4	81821033-4015	ok	0.001	0.001	40	5x2xm4
s5690	8x2md2db	81821033-5690	ok	0.028	0.028	110	8x2md2db
s3636	4x6xm4du	81821033-3636	timeout	10.001	9.999	-1	4x6xm4du
s1300	2x11xada	81821033-1300	timeout	10.087	10.005	-1	2x11xada
s5560	8jkmd4da	81821033-5560	ok	0.023	0.023	0	8jkmd4da
s4330	5x6da	81821033-4330	timeout	10.007	10.000	-1	5x6da
s3809	5jkr4de	81821033-3809	ok	0.542	0.541	0	5jkr4de
s5288	7x3db	81821033-5288	ok	0.133	0.133	196	7x3db
s5248	7x2xr4da	81821033-5248	ok	0.258	0.258	84	7x2xr4da
s5651	8jxkm4de	81821033-5651	timeout	10.000	9.997	-1	8jxkm4de
s8124	22jxdu	81821033-8124	timeout	10.004	10.002	-1	22jxdu
s726	2x5xadu	81821033-726	ok	0.694	0.694	24	2x5xadu
s3449	4x4xmd4de	81821033-3449	ok	2.784	2.783	90	4x4xmd4de
s8408	25jxdb	81821033-8408	timeout	10.073	9.991	-1	25jxdb
s450	2x3xkr4du	81821033-450	ok	0.394	0.394	0	2x3xkr4du
s2490	3x6xmd4du	81821033-2490	timeout	10.011	10.004	-1	3x6xmd4du
s868	2x7ada	81821033-868	ok	0.168	0.168	73	2x7ada
s7792	19jr4da	81821033-7792	timeout	10.002	10.000	-1	19jr4da
s4274	5x5xadb	81821033-4274	ok	1.207	1.207	250	5x5xadb
s3604	4x6xada	81821033-3604	timeout	10.001	9.999	-1	4x6xada
s9023	31jxm8de	81821033-9023	timeout	10.040	9.951	-1	31jxm8de
s4504	6jkmd4da	81821033-4504	ok	0.083	0.083	0	6jkmd4da
s5265	7x2xm4di	81821033-5265	ok	0.016	0.016	76	7x2xm4di
s2344	3x5md4da	81821033-2344	ok	0.139	0.139	88	3x5md4da
s8246	23jxmd4db	81821033-8246	timeout	10.007	10.005	-1	23jxmd4db
s4157	5x4md2de	81821033-4157	ok	9.651	9.564	168	5x4md2de
s5860	9jada	81821033-5860	ok	0.044	0.043	18	9jada
s5317	7x3md4	81821033-5317	ok	0.089	0.089	222	7x3md4
s3831	5jkmd4di	81821033-3831	ok	0.031	0.031	0	5jkmd4di
s1949	3x2xmd2de	81821033-1949	ok	0.003	0.003	6	3x2xmd2de
s7745	18jxr4de	81821033-7745	timeout	10.004	10.001	-1	18jxr4de
s7815	19jmd4di	81821033-7815	timeout	10.001	9.998	-1	19jmd4di
s4105	5x3xmd2	81821033-4105	ok	0.007	0.007	83	5x3xmd2
s3312	4x3m8du	81821033-3312	ok	0.688	0.683	56	4x3m8du
s8547	27jadi	81821033-8547	timeout	10.004	10.002	-1	27jadi
s7885	20jr4	81821033-7885	timeout	10.004	10.003	-1	20jr4
s7928	20jxdb	81821033-7928	timeout	10.004	9.999	-1	20jxdb
s6853	12x2md4	81821033-6853	ok	0.054	0.054	318	12x2md4
s4335	5x6r4di	81821033-4335	timeout	10.113	10.022	-1	5x6r4di
s7351	15jx	81821033-7351	timeout	10.004	10.002	-1	15jx
s107	2x2de	81821033-107	ok	0.000	0.000	4	2x2de
s8249	23jxmd4de	81821033-8249	timeout	10.004	10.002	-1	23jxmd4de
s3266	4x3adb	81821033-3266	ok	0.009	0.009	47	4x3adb
s2568	3x7xm2du	81821033-2568	timeout	10.001	9.999	-1	3x7xm2du
s460	2x3xkmd2da	81821033-460	ok	0.231	0.230	0	2x3xkmd2da
s4825	6x4md2	81821033-4825	ok	0.113	0.113	273	6x4md2
s5888	9jm4db	81821033-5888	ok	0.046	0.046	24	9jm4db
s8234	23jxmd2db	81821033-8234	timeout	10.076	9.999	-1	23jxmd2db
s523	2x4m8	81821033-523	ok	0.000	0.000	24	2x4m8
s3357	4x3xm8di	81821033-3357	ok	0.016	0.016	52	4x3xm8di
s2947	4jkm2	81821033-2947	ok	0.001	0.001	0	4jkm2
s3181	4x2xr4	81821033-3181	ok	0.001	0.000	24	4x2xr4
s924	2x7xdu	81821033-924	timeout	10.003	10.000	-1	2x7xdu
s397	2x3xr4	81821033-397	ok	0.000	0.000	12	2x3xr4
s5397	7x4m2di	81821033-5397	ok	4.408	4.408	376	7x4m2di
s5386	7x4da	81821033-5386	timeout	10.008	10.002	-1	7x4da
s33	2jm4di	81821033-33	crash	0.000	0.000	-1	2jm4di
s4624	6x2r4da	81821033-4624	ok	0.112	0.112	60	6x2r4da
s6906	12x2xmd4du	81821033-6906	timeout	10.058	9.975	-1	12x2xmd4du
s985	2x8md2	81821033-985	ok	0.011	0.011	116	2x8md2
s7859	19jxm4de	81821033-7859	timeout	10.003	10.002	-1	19jxm4de
s7839	19jxr4di	81821033-7839	timeout	10.003	10.002	-1	19jxr4di
s8267	24jde	81821033-8267	timeout	10.003	9.998	-1	24jde
s150	2x2kadu	81821033-150	ok	0.000	0.000	0	2x2kadu
s3955	5x2m2	81821033-3955	ok	0.001	0.001	42	5x2m2
s7036	13x2md2da	81821033-7036	timeout	10.040	9.969	-1	13x2md2da
s2354	3x5xadb	81821033-2354	ok	0.052	0.051	70	3x5xadb
s4868	6x4xm2db	81821033-4868	ok	0.804	0.803	246	6x4xm2db
s671	2x4xkm8de	81821033-671	ok	0.343	0.339	0	2x4xkm8de
s875	2x7de	81821033-875	ok	0.126	0.126	82	2x7de
s6181	9x3md4	81821033-6181	ok	0.101	0.101	400	9x3md4
s2416	3x6r4da	81821033-2416	ok	0.435	0.433	140	3x6r4da
s6845	12x2md2de	81821033-6845	timeout	10.004	10.002	-1	12x2md2de
s1374	2x12md2du	81821033-1374	timeout	10.004	10.001	-1	2x12md2du
s6153	9x3di	81821033-6153	ok	6.710	6.653	361	9x3di
s656	2x4xkm4db	81821033-656	ok	0.002	0.001	0	2x4xkm4db
s3901	5jxkr4	81821033-3901	ok	0.001	0.001	0	5jxkr4
s838	2x6xm2da	81821033-838	ok	0.037	0.037	50	2x6xm2da
s871	2x7	81821033-871	ok	0.005	0.005	90	2x7
s2792	3x10db	81821033-2792	timeout	10.003	9.995	-1	3x10db
s374	2x3kmd4db	81821033-374	ok	0.038	0.038	0	2x3kmd4db
s7262	14x2xr4db	81821033-7262	ok	7.689	7.686	408	14x2xr4db
s2602	3x8da	81821033-2602	timeout	10.004	10.003	-1	3x8da
s3162	4x2kmd4du	81821033-3162	ok	0.067	0.067	0	4x2kmd4du
s2040	3x3m2du	81821033-2040	ok	0.703	0.703	27	3x3m2du
s456	2x3xkm2du	81821033-456	ok	0.352	0.352	0	2x3xkm2du
s2618	3x8md2db	81821033-2618	ok	3.377	3.375	277	3x8md2db
s7375	15jxm4	81821033-7375	timeout	10.041	9.957	-1	15jxm4
s2399	3x5xm8de	81821033-2399	ok	0.336	0.335	84	3x5xm8de
s6985	13jxmd2	81821033-6985	timeout	10.005	9.998	-1	13jxmd2
s423	2x3xmd4di	81821033-423	ok	0.002	0.001	10	2x3xmd4di
s5528	8jkdb	81821033-5528	ok	0.019	0.019	0	8jkdb
s1436	2x12xm8db	81821033-1436	ok	0.372	0.372	308	2x12xm8db
s6136	9x2xmd4da	81821033-6136	ok	0.211	0.211	138	9x2xmd4da
s5937	9jkm4di	81821033-5937	ok	0.155	0.155	0	9jkm4di
s3515	4x5xde	81821033-3515	timeout	10.001	9.998	-1	4x5xde
s2452	3x6xada	81821033-2452	ok	2.527	2.527	113	3x6xada
s6172	9x3md2da	81821033-6172	timeout	10.002	10.000	-1	9x3md2da
s5623	8jxk	81821033-5623	ok	0.913	0.913	0	8jxk
s2101	3x3kmd4	81821033-2101	ok	0.002	0.002	0	3x3kmd4
s5932	9jkmd2da	81821033-5932	ok	0.196	0.196	0	9jkmd2da
s8449	26ja	81821033-8449	timeout	10.075	9.998	-1	26ja
s2627	3x8m4de	81821033-2627	timeout	10.003	9.996	-1	3x8m4de
s5537	8jkr4de	81821033-5537	ok	1.206	1.205	0	8jkr4de
s3707	4x7xde	81821033-3707	timeout	10.001	9.999	-1	4x7xde
